"s","time"
-1.9062,6.512
-17.094,6.514
-29.312,6.516
-30.344,6.518
-18.906,6.52
-9.6562,6.522
-15.406,6.524
-28.688,6.526
-38.031,6.528
-43.375,6.53
-48.438,6.532
-50.969,6.534
-47.812,6.536
-38.656,6.538
-24.375,6.54
-4.125,6.542
21.656,6.544
45.25,6.546
56.344,6.548
49.656,6.55
30.188,6.552
14.719,6.554
12.094,6.556
15.75,6.558
12.312,6.56
-4.3125,6.562
-25.156,6.564
-40.875,6.566
-43.281,6.568
-25,6.57
5.1875,6.572
24.156,6.574
19.969,6.576
2.9688,6.578
-9.6562,6.58
-11.875,6.582
-5.2812,6.584
8.125,6.586
23.938,6.588
30.625,6.59
16.562,6.592
-17.469,6.594
-55.781,6.596
-74.781,6.598
-64.719,6.6
-42.188,6.602
-29.938,6.604
-29.594,6.606
-28.812,6.608
-26.656,6.61
-25.719,6.612
-21.031,6.614
-2.2812,6.616
27.875,6.618
49.062,6.62
44.594,6.622
20.25,6.624
-7.7812,6.626
-35.25,6.628
-59.562,6.63
-64.875,6.632
-37.469,6.634
3.0625,6.636
23.344,6.638
17.406,6.64
1.3438,6.642
-7.2812,6.644
2.4688,6.646
28,6.648
52.562,6.65
61.125,6.652
47.5,6.654
17.094,6.656
-12.125,6.658
-21.688,6.66
-15.781,6.662
-11.5,6.664
-7.7812,6.666
3.1562,6.668
15.125,6.67
15.688,6.672
4.125,6.674
-8.125,6.676
-12.281,6.678
-7.0312,6.68
0.25,6.682
2.6875,6.684
-0.03125,6.686
-2.8438,6.688
-1.9375,6.69
-1.1562,6.692
-1.9688,6.694
-2.2188,6.696
2.8438,6.698
8.875,6.7
2.4688,6.702
-14.938,6.704
-27.625,6.706
-25.469,6.708
-11.156,6.71
5.4062,6.712
22.625,6.714
39.688,6.716
50.406,6.718
51.312,6.72
44,6.722
35.219,6.724
32.219,6.726
27.438,6.728
17.031,6.73
8.5,6.732
6.4062,6.734
7.25,6.736
5.3125,6.738
-0.5625,6.74
-3.875,6.742
2.4688,6.744
17.781,6.746
33.906,6.748
40.469,6.75
31.25,6.752
10.188,6.754
-19.125,6.756
-53.75,6.758
-83.125,6.76
-94.406,6.762
-77.625,6.764
-40.125,6.766
-6.5,6.768
0.6875,6.77
-22.938,6.772
-56.625,6.774
-62.5,6.776
-27.125,6.778
19.438,6.78
35.531,6.782
10,6.784
-34.688,6.786
-60.938,6.788
-49.625,6.79
-15.25,6.792
15.438,6.794
29.031,6.796
29.312,6.798
25,6.8
18.312,6.802
11.344,6.804
5.5938,6.806
0.03125,6.808
-4.7188,6.81
-11.438,6.812
-25.656,6.814
-37.406,6.816
-35.281,6.818
-21.219,6.82
-4.25,6.822
7.2188,6.824
8.7812,6.826
3.3125,6.828
1.1875,6.83
10.812,6.832
26.75,6.834
35.25,6.836
30.594,6.838
20.938,6.84
14.5,6.842
11.25,6.844
9.875,6.846
8.375,6.848
0.0625,6.85
-23.906,6.852
-63.562,6.854
-99.094,6.856
-109.53,6.858
-92.062,6.86
-53.656,6.862
-16.594,6.864
-1.9062,6.866
-3.375,6.868
-0.65625,6.87
13.594,6.872
30.562,6.874
39.531,6.876
36.875,6.878
25.688,6.88
10.188,6.882
-5.125,6.884
-19.75,6.886
-35.312,6.888
-48.438,6.89
-52.906,6.892
-42.031,6.894
-25.031,6.896
-19.75,6.898
-24.562,6.9
-20.562,6.902
1.0938,6.904
29.281,6.906
48.906,6.908
57.156,6.91
58.906,6.912
55.031,6.914
40.469,6.916
18.5,6.918
1.0938,6.92
-3.5625,6.922
-1.5312,6.924
-2.3438,6.926
-6.625,6.928
-6.1562,6.93
6.3125,6.932
31.5,6.934
56.406,6.936
68.031,6.938
64.656,6.94
50.75,6.942
34.688,6.944
25,6.946
24.562,6.948
26.344,6.95
18.031,6.952
0.84375,6.954
-2.125,6.956
22.031,6.958
53.219,6.96
66.312,6.962
55.188,6.964
32.688,6.966
20.25,6.968
30.625,6.97
57.312,6.972
83.156,6.974
96.625,6.976
97.938,6.978
92.344,6.98
83.344,6.982
80.719,6.984
88.75,6.986
93.969,6.988
86.219,6.99
63.094,6.992
25.188,6.994
-12.312,6.996
-25.5,6.998
-18.406,7
-18.25,7.002
-32.594,7.004
-32.594,7.006
1,7.008
51.656,7.01
96.625,7.012
124.62,7.014
131.16,7.016
118.16,7.018
98.906,7.02
82.969,7.022
74.156,7.024
72.469,7.026
66.719,7.028
45.25,7.03
12.594,7.032
-8.25,7.034
-4.7188,7.036
11.625,7.038
23.875,7.04
30.812,7.042
32.062,7.044
20.031,7.046
4.4062,7.048
6.3438,7.05
28.844,7.052
52.562,7.054
61.719,7.056
57.969,7.058
51.469,7.06
52.188,7.062
58.625,7.064
58.656,7.066
47.125,7.068
31,7.07
18.094,7.072
9.3125,7.074
4.4688,7.076
4.9375,7.078
4.9062,7.08
5.5,7.082
12.75,7.084
26.438,7.086
39.375,7.088
38.156,7.09
17.312,7.092
-7.375,7.094
-14,7.096
2.9062,7.098
31.469,7.1
52.344,7.102
55.125,7.104
41.969,7.106
23.562,7.108
14.344,7.11
20.875,7.112
39.031,7.114
57.375,7.116
63.781,7.118
52.719,7.12
29.531,7.122
11.5,7.124
8.5625,7.126
14.344,7.128
19.562,7.13
19.031,7.132
11.375,7.134
5.0625,7.136
8.7812,7.138
20.938,7.14
31.656,7.142
33.281,7.144
26.562,7.146
22.031,7.148
22.719,7.15
16.219,7.152
6.375,7.154
8.3438,7.156
20.406,7.158
30.875,7.16
36.469,7.162
43.219,7.164
55.531,7.166
72.875,7.168
86.344,7.17
84.469,7.172
64.344,7.174
36.969,7.176
11.875,7.178
-4.75,7.18
-7.8125,7.182
-2,7.184
4.8438,7.186
11.875,7.188
18.875,7.19
21.719,7.192
16.938,7.194
7.3125,7.196
-2.5625,7.198
-4.6562,7.2
3.4688,7.202
18.281,7.204
32.469,7.206
39.062,7.208
39.156,7.21
40.125,7.212
43.688,7.214
45.125,7.216
44.125,7.218
46.469,7.22
50.844,7.222
47.281,7.224
31.688,7.226
11.344,7.228
-4.3125,7.23
-9.2188,7.232
1.4688,7.234
24.188,7.236
43.125,7.238
44,7.24
28.188,7.242
6.625,7.244
-15.469,7.246
-32.156,7.248
-29.562,7.25
-3.6562,7.252
28.094,7.254
41.219,7.256
24.438,7.258
-6.6875,7.26
-24.188,7.262
-17.188,7.264
0.46875,7.266
11.812,7.268
10.25,7.27
2.1875,7.272
-2.5312,7.274
-2.4062,7.276
-2.3438,7.278
-1.9375,7.28
7.8125,7.282
28.062,7.284
46.938,7.286
54.781,7.288
53.844,7.29
53.75,7.292
58.562,7.294
63.656,7.296
59.156,7.298
41.875,7.3
21.375,7.302
4.9375,7.304
-9.4688,7.306
-26.625,7.308
-43.938,7.31
-54.5,7.312
-51.562,7.314
-35.125,7.316
-7.9375,7.318
22.969,7.32
47.156,7.322
57.969,7.324
57.469,7.326
51.062,7.328
45.094,7.33
46.281,7.332
49.125,7.334
43.219,7.336
28.438,7.338
10.375,7.34
-8.0625,7.342
-25.531,7.344
-30.031,7.346
-11.531,7.348
15.844,7.35
30.094,7.352
22.625,7.354
2.875,7.356
-9.3125,7.358
-4.9375,7.36
4.625,7.362
9.0625,7.364
10.344,7.366
11.094,7.368
13.75,7.37
18.219,7.372
22.531,7.374
24.344,7.376
23.219,7.378
25.594,7.38
34.094,7.382
41,7.384
37.875,7.386
26.875,7.388
19.844,7.39
22.594,7.392
29,7.394
27.5,7.396
16.562,7.398
5.8438,7.4
-1.1562,7.402
-11.906,7.404
-27.656,7.406
-41.125,7.408
-44.469,7.41
-30.938,7.412
-8.375,7.414
7.7188,7.416
13.344,7.418
21.25,7.42
40.938,7.422
65.156,7.424
79.719,7.426
77.875,7.428
58.156,7.43
26.25,7.432
-0.53125,7.434
-9.4062,7.436
-10,7.438
-18.75,7.44
-37.031,7.442
-47.375,7.444
-34.219,7.446
-1.75,7.448
29.281,7.45
40.844,7.452
34.562,7.454
22.781,7.456
20.062,7.458
31,7.46
46.594,7.462
51.688,7.464
40.156,7.466
21.469,7.468
11.5,7.47
17.156,7.472
30.25,7.474
42.406,7.476
50.469,7.478
54.688,7.48
54.812,7.482
49.625,7.484
36.906,7.486
21.688,7.488
10.688,7.49
-1.875,7.492
-20.188,7.494
-33.125,7.496
-32.312,7.498
-19.031,7.5
2.1562,7.502
22.031,7.504
33.906,7.506
41.906,7.508
49.344,7.51
48.156,7.512
37.906,7.514
30.938,7.516
36.531,7.518
47.781,7.52
52.375,7.522
43.906,7.524
26.375,7.526
12.031,7.528
10.812,7.53
19.375,7.532
26.094,7.534
20.938,7.536
3.5,7.538
-19.281,7.54
-45.688,7.542
-73.906,7.544
-81.344,7.546
-48.406,7.548
9.4688,7.55
55.844,7.552
72,7.554
65.406,7.556
54.562,7.558
51.125,7.56
58.156,7.562
67.25,7.564
61.875,7.566
30.906,7.568
-22.5,7.57
-71.625,7.572
-80.688,7.574
-46.938,7.576
0.3125,7.578
33.531,7.58
41.219,7.582
29.5,7.584
14.312,7.586
10.312,7.588
20.812,7.59
33.656,7.592
34.125,7.594
23.031,7.596
5.25,7.598
-10.156,7.6
-10.656,7.602
7.625,7.604
36.312,7.606
61.031,7.608
74,7.61
74.25,7.612
61.812,7.614
43.594,7.616
33.156,7.618
35.438,7.62
40.719,7.622
37.031,7.624
21.062,7.626
4.75,7.628
2.8438,7.63
9.9375,7.632
3.8125,7.634
-24,7.636
-50.625,7.638
-46.5,7.64
-13.25,7.642
21.562,7.644
36.094,7.646
27,7.648
7.25,7.65
-0.9375,7.652
8.125,7.654
24.406,7.656
36.594,7.658
39.625,7.66
36.531,7.662
30.281,7.664
22.125,7.666
15.281,7.668
14.594,7.67
18.312,7.672
21.312,7.674
23.531,7.676
24.688,7.678
20.812,7.68
6.1875,7.682
-12.656,7.684
-20.812,7.686
-7.9375,7.688
23.375,7.69
54.844,7.692
69.531,7.694
62.656,7.696
44.781,7.698
34.594,7.7
41.906,7.702
54.125,7.704
52.5,7.706
34.625,7.708
10.531,7.71
-6.5625,7.712
-9.625,7.714
-6,7.716
-4.9688,7.718
-0.40625,7.72
16.094,7.722
41.719,7.724
62.688,7.726
70.625,7.728
70.062,7.73
68.656,7.732
66.5,7.734
56.406,7.736
31.031,7.738
-5.5,7.74
-35.5,7.742
-47.031,7.744
-40.812,7.746
-19.094,7.748
8,7.75
23.969,7.752
20.656,7.754
7.0625,7.756
8,7.758
29.75,7.76
48.438,7.762
44.344,7.764
23.656,7.766
4.0312,7.768
1.8125,7.77
15.5,7.772
29.375,7.774
39.844,7.776
53.531,7.778
69.938,7.78
78.219,7.782
69.875,7.784
50.344,7.786
28.906,7.788
5.2188,7.79
-19.125,7.792
-30.469,7.794
-16.656,7.796
15.219,7.798
45,7.8
52.969,7.802
35.438,7.804
5.75,7.806
-13.25,7.808
-7.0625,7.81
16.562,7.812
37.156,7.814
40.625,7.816
24.062,7.818
4.8125,7.82
4.9062,7.822
23,7.824
44.031,7.826
55.094,7.828
54.594,7.83
50,7.832
43.781,7.834
35.125,7.836
26.625,7.838
20.094,7.84
17.062,7.842
19.594,7.844
25.312,7.846
26.688,7.848
22,7.85
20.781,7.852
30.25,7.854
41.312,7.856
37.562,7.858
20.656,7.86
11.438,7.862
18.688,7.864
30.062,7.866
31.344,7.868
19.438,7.87
6.9062,7.872
3.5,7.874
10.469,7.876
25.688,7.878
42.062,7.88
50.812,7.882
50.125,7.884
46.062,7.886
45.875,7.888
48.594,7.89
53.844,7.892
62.438,7.894
65.406,7.896
52.344,7.898
27.188,7.9
5.0312,7.902
-3,7.904
0.59375,7.906
5.3438,7.908
8.6875,7.91
12.156,7.912
10.375,7.914
-4.5,7.916
-26.906,7.918
-30.375,7.92
-1.6875,7.922
38.281,7.924
61.969,7.926
62.969,7.928
54.5,7.93
51.688,7.932
58.625,7.934
67.25,7.936
69.781,7.938
65.812,7.94
54.156,7.942
35.938,7.944
17.5,7.946
6.5,7.948
7.0938,7.95
15.469,7.952
21.531,7.954
19.188,7.956
16.062,7.958
20.031,7.96
27.219,7.962
29.062,7.964
26.5,7.966
25.594,7.968
25.5,7.97
21.75,7.972
18.156,7.974
20.938,7.976
29.312,7.978
38.625,7.98
46.406,7.982
54,7.984
59.281,7.986
52.688,7.988
31.625,7.99
11.312,7.992
9.8438,7.994
24.531,7.996
34.062,7.998
28.188,8
17.875,8.002
17.656,8.004
28.812,8.006
43.812,8.008
53.188,8.01
52.062,8.012
39.906,8.014
21.219,8.016
9.5312,8.018
12.719,8.02
24.844,8.022
34.938,8.024
38.625,8.026
37.656,8.028
35.406,8.03
35.656,8.032
41,8.034
45.031,8.036
38.531,8.038
24.188,8.04
12.312,8.042
4.4375,8.044
-1.5,8.046
-0.15625,8.048
10.344,8.05
23.219,8.052
32.656,8.054
40.031,8.056
49.406,8.058
56,8.06
51.781,8.062
40.281,8.064
31.281,8.066
28.188,8.068
24.156,8.07
9.4688,8.072
-16.188,8.074
-43.562,8.076
-55.438,8.078
-38,8.08
-5.5938,8.082
15.375,8.084
20.625,8.086
24.094,8.088
31.844,8.09
41.781,8.092
52.906,8.094
63.75,8.096
71.688,8.098
72.781,8.1
65.844,8.102
51.062,8.104
33.594,8.106
25.938,8.108
34.625,8.11
50.312,8.112
59.594,8.114
54.25,8.116
33.344,8.118
3.5938,8.12
-23.75,8.122
-34.406,8.124
-22.812,8.126
-1.4375,8.128
16,8.13
26.688,8.132
31.438,8.134
36,8.136
49.531,8.138
71.125,8.14
88.312,8.142
86.375,8.144
57.281,8.146
13.344,8.148
-16.062,8.15
-13.125,8.152
8.1562,8.154
22.5,8.156
20.781,8.158
16,8.16
23.062,8.162
44.219,8.164
66.781,8.166
75.188,8.168
66.125,8.17
51.344,8.172
43.188,8.174
41.062,8.176
39.75,8.178
38.625,8.18
37.969,8.182
29.938,8.184
12.125,8.186
-3.3125,8.188
-6.75,8.19
-0.8125,8.192
6.7188,8.194
8.6875,8.196
9.9375,8.198
20.25,8.2
41.062,8.202
64.156,8.204
80.312,8.206
88.312,8.208
90.062,8.21
83.938,8.212
65.219,8.214
40.5,8.216
24.219,8.218
19.562,8.22
17.812,8.222
12.375,8.224
6.4375,8.226
-0.5625,8.228
-9.125,8.23
-9.4375,8.232
8.1562,8.234
33.5,8.236
50.125,8.238
52.375,8.24
47.469,8.242
45.625,8.244
52.906,8.246
64.719,8.248
73.344,8.25
74.875,8.252
70.625,8.254
61.938,8.256
50.25,8.258
38.344,8.26
30.562,8.262
30,8.264
38.844,8.266
50.625,8.268
50.469,8.27
34.219,8.272
12.875,8.274
-0.375,8.276
-5.2188,8.278
-14.188,8.28
-25.875,8.282
-22.188,8.284
4.3125,8.286
40.031,8.288
65.438,8.29
73.375,8.292
73.625,8.294
77.188,8.296
82.531,8.298
87.062,8.3
87.594,8.302
77.438,8.304
58.688,8.306
41.906,8.308
31.125,8.31
20.875,8.312
6.9375,8.314
-7.0938,8.316
-7.6562,8.318
13.531,8.32
46.812,8.322
73.25,8.324
78.312,8.326
59.719,8.328
24.406,8.33
-13.344,8.332
-29.25,8.334
-3.9688,8.336
43.531,8.338
74.688,8.34
74.812,8.342
59.25,8.344
53.5,8.346
70.938,8.348
103.16,8.35
130.09,8.352
134.41,8.354
114.34,8.356
82.125,8.358
48.312,8.36
19.281,8.362
-8.9688,8.364
-40.562,8.366
-55.219,8.368
-31.875,8.37
15.188,8.372
53.938,8.374
73.375,8.376
83.719,8.378
94.25,8.38
104.38,8.382
111.56,8.384
112.28,8.386
106.59,8.388
95.781,8.39
78.969,8.392
56.281,8.394
39.344,8.396
37.906,8.398
45.125,8.4
56.844,8.402
69.188,8.404
72.688,8.406
62.219,8.408
44.156,8.41
29.062,8.412
23.438,8.414
25.812,8.416
30.406,8.418
37.625,8.42
52.781,8.422
73.094,8.424
89.312,8.426
98.031,8.428
99.781,8.43
97.625,8.432
88.656,8.434
66.375,8.436
37.344,8.438
17.469,8.44
9.5938,8.442
1.2812,8.444
-11.719,8.446
-19.688,8.448
-12,8.45
13.031,8.452
38.469,8.454
48.688,8.456
43.781,8.458
34.125,8.46
24.75,8.462
11.406,8.464
-2.125,8.466
2.8125,8.468
31.062,8.47
62.219,8.472
80.562,8.474
83.938,8.476
71.594,8.478
50.281,8.48
31.156,8.482
23.375,8.484
27.656,8.486
36.531,8.488
44.375,8.49
45.312,8.492
38.625,8.494
34.906,8.496
43.906,8.498
64.25,8.5
83.844,8.502
87.438,8.504
61.906,8.506
11.812,8.508
-34.25,8.51
-47.594,8.512
-25.938,8.514
6.7188,8.516
22.5,8.518
12.656,8.52
-7.7812,8.522
-6.8438,8.524
29.25,8.526
79.688,8.528
112,8.53
112.09,8.532
91.312,8.534
71.969,8.536
65.062,8.538
63.75,8.54
54.875,8.542
34.625,8.544
15.25,8.546
9.9062,8.548
14.656,8.55
19.562,8.552
21.094,8.554
22.469,8.556
28.688,8.558
40.906,8.56
54.062,8.562
59.156,8.564
53.781,8.566
40.062,8.568
22.406,8.57
0.96875,8.572
-23.938,8.574
-43.281,8.576
-42.406,8.578
-17.844,8.58
13.156,8.582
33.312,8.584
41.406,8.586
41.219,8.588
32.844,8.59
21.125,8.592
13.781,8.594
9.9375,8.596
4.75,8.598
1.9375,8.6
4.4375,8.602
9.625,8.604
13.5,8.606
19.25,8.608
34.188,8.61
58.812,8.612
81.625,8.614
84.25,8.616
61.25,8.618
29.188,8.62
4.0938,8.622
-10.844,8.624
-20.938,8.626
-27.438,8.628
-28.906,8.63
-23.031,8.632
-6.25,8.634
17.469,8.636
36.688,8.638
43.219,8.64
40.875,8.642
35.406,8.644
25,8.646
8.875,8.648
-8.1562,8.65
-15.25,8.652
-12.438,8.654
-8.625,8.656
-7.5,8.658
-3.9688,8.66
7.5938,8.662
22.875,8.664
32.719,8.666
36.156,8.668
40.219,8.67
40.844,8.672
28.531,8.674
6,8.676
-11.281,8.678
-14.125,8.68
-18.281,8.682
-34.719,8.684
-56.719,8.686
-73.406,8.688
-70.812,8.69
-48.312,8.692
-23,8.694
-5.4375,8.696
6.3438,8.698
14.688,8.7
22.375,8.702
37,8.704
57.344,8.706
73.125,8.708
74.438,8.71
63.656,8.712
51.344,8.714
37.031,8.716
14.094,8.718
-17.938,8.72
-49.906,8.722
-64.344,8.724
-47.469,8.726
-13.469,8.728
11.5,8.73
14.188,8.732
1.25,8.734
-17.312,8.736
-30.531,8.738
-22.25,8.74
6.9375,8.742
34.344,8.744
39.562,8.746
15.406,8.748
-23.156,8.75
-41.281,8.752
-23.969,8.754
5.375,8.756
23.906,8.758
30.531,8.76
34.438,8.762
38.406,8.764
34.312,8.766
20.625,8.768
1.4375,8.77
-19.812,8.772
-42.938,8.774
-61.938,8.776
-61.094,8.778
-46.125,8.78
-43.281,8.782
-59.938,8.784
-68,8.786
-39.562,8.788
16.344,8.79
64.75,8.792
82.875,8.794
79.969,8.796
77.188,8.798
79.031,8.8
74.375,8.802
54.25,8.804
23.156,8.806
-3.0625,8.808
-21.594,8.81
-44.406,8.812
-72.562,8.814
-86.031,8.816
-62.25,8.818
-9.1562,8.82
35.531,8.822
49.688,8.824
49.25,8.826
62.031,8.828
88.5,8.83
98.125,8.832
69.938,8.834
14.156,8.836
-46.656,8.838
-87.188,8.84
-84.375,8.842
-36.906,8.844
23.969,8.846
66,8.848
81.094,8.85
78.5,8.852
73.688,8.854
77.375,8.856
89.156,8.858
96.312,8.86
86.125,8.862
58.062,8.864
17.281,8.866
-32.656,8.868
-81.375,8.87
-104.38,8.872
-75.875,8.874
-7.2812,8.876
50.562,8.878
58.938,8.88
24.906,8.882
-12.031,8.884
-22.844,8.886
-11.625,8.888
0.09375,8.89
6.2188,8.892
11.625,8.894
15.031,8.896
15.344,8.898
16.156,8.9
17.688,8.902
22.312,8.904
33.25,8.906
48.844,8.908
65.531,8.91
77.281,8.912
78.188,8.914
65.719,8.916
43.469,8.918
20.312,8.92
6.0938,8.922
6.25,8.924
11.906,8.926
10.5,8.928
3.125,8.93
-4.4375,8.932
-7.4062,8.934
-4.4688,8.936
-3.8438,8.938
-12.75,8.94
-21.75,8.942
-15.844,8.944
1.4375,8.946
15.688,8.948
19.562,8.95
14.219,8.952
7.7188,8.954
8.1875,8.956
22.125,8.958
48.156,8.96
71.969,8.962
77.094,8.964
60.031,8.966
34.219,8.968
18.781,8.97
24,8.972
44.656,8.974
63.719,8.976
66.344,8.978
49.812,8.98
18.688,8.982
-11.531,8.984
-20.594,8.986
-9,8.988
2.1562,8.99
-0.8125,8.992
-11.906,8.994
-16.719,8.996
-4.25,8.998
16.688,9
28.281,9.002
30.594,9.004
36.312,9.006
46.031,9.008
52.969,9.01
53.406,9.012
43.531,9.014
26.812,9.016
20.031,9.018
30.875,9.02
47.594,9.022
54.875,9.024
48.562,9.026
39.719,9.028
40.375,9.03
47.875,9.032
49.688,9.034
39.094,9.036
20,9.038
5.4375,9.04
-0.375,9.042
1.2812,9.044
10.594,9.046
23.25,9.048
32.406,9.05
33.156,9.052
30.469,9.054
29.812,9.056
26.719,9.058
16,9.06
-3.3438,9.062
-24.75,9.064
-39.688,9.066
-43.312,9.068
-30.75,9.07
-2.4375,9.072
28.469,9.074
45.594,9.076
40.281,9.078
22.625,9.08
16.938,9.082
39.156,9.084
77.375,9.086
100.59,9.088
91.25,9.09
58.438,9.092
25.812,9.094
11.719,9.096
20.375,9.098
36.812,9.1
38.5,9.102
25.156,9.104
14.594,9.106
12.844,9.108
8.7812,9.11
-2.3125,9.112
-5.7188,9.114
13.438,9.116
45.406,9.118
72.188,9.12
85.438,9.122
87.719,9.124
82.031,9.126
64.219,9.128
31.406,9.13
-1.6562,9.132
-14.344,9.134
-6.9688,9.136
6.3438,9.138
16.938,9.14
21.781,9.142
21.344,9.144
13.5,9.146
-1.3125,9.148
-11.156,9.15
-3.25,9.152
19.438,9.154
46.656,9.156
64.469,9.158
64.656,9.16
53,9.162
42.656,9.164
44.906,9.166
59.281,9.168
73.344,9.17
76.906,9.172
68.125,9.174
46.438,9.176
15.312,9.178
-11.031,9.18
-17.656,9.182
-7.5625,9.184
6.4688,9.186
16.031,9.188
21.969,9.19
28.688,9.192
35.25,9.194
41.781,9.196
47.938,9.198
48.438,9.2
36.281,9.202
14.688,9.204
2.7188,9.206
15.719,9.208
40.219,9.21
50.25,9.212
36.094,9.214
13,9.216
5.4375,9.218
20.125,9.22
41.375,9.222
51.031,9.224
43.594,9.226
27.5,9.228
13.344,9.23
3.3438,9.232
-2.3125,9.234
1.75,9.236
16.375,9.238
32.594,9.24
38.406,9.242
30.719,9.244
17.156,9.246
9.75,9.248
18.5,9.25
35.781,9.252
43.75,9.254
36.125,9.256
23.531,9.258
14.531,9.26
8.8438,9.262
6.5,9.264
10.094,9.266
24.75,9.268
48.812,9.27
66.219,9.272
64.312,9.274
49.781,9.276
40.125,9.278
45.219,9.28
60.938,9.282
72.5,9.284
70.719,9.286
59.562,9.288
47.125,9.29
39.406,9.292
40.219,9.294
46.344,9.296
54.438,9.298
63.562,9.3
74.125,9.302
83.656,9.304
90.812,9.306
91.969,9.308
84.219,9.31
71.812,9.312
61.688,9.314
55.531,9.316
51.438,9.318
50.344,9.32
52.906,9.322
55.344,9.324
53.281,9.326
48.5,9.328
45.5,9.33
47.562,9.332
52.219,9.334
56.719,9.336
59.781,9.338
62.812,9.34
70.188,9.342
79.281,9.344
87.25,9.346
93.312,9.348
96.062,9.35
95.656,9.352
93.281,9.354
84.875,9.356
66.625,9.358
39.281,9.36
8.875,9.362
-11.906,9.364
-15.25,9.366
-2.375,9.368
19.75,9.37
42.719,9.372
59.469,9.374
68.344,9.376
73.219,9.378
75.781,9.38
71.875,9.382
58.031,9.384
34.312,9.386
2.5625,9.388
-30.469,9.39
-49.625,9.392
-41.906,9.394
-12.281,9.396
21.656,9.398
46.438,9.4
61.906,9.402
73.75,9.404
84.188,9.406
89.594,9.408
86.594,9.41
75.781,9.412
59.25,9.414
39.25,9.416
20.188,9.418
8.6562,9.42
9.3125,9.422
21.062,9.424
36.75,9.426
50.344,9.428
56.188,9.43
48.094,9.432
29.062,9.434
14.031,9.436
11.75,9.438
13.625,9.44
10.875,9.442
5.875,9.444
3.7812,9.446
5.625,9.448
11.281,9.45
20.625,9.452
29.656,9.454
32.344,9.456
24.062,9.458
3.2188,9.46
-22.562,9.462
-39.375,9.464
-38.562,9.466
-23.125,9.468
-2.4375,9.47
10.938,9.472
9.9688,9.474
4.375,9.476
10.344,9.478
31.219,9.48
51.875,9.482
54.188,9.484
32.375,9.486
-0.28125,9.488
-19.188,9.49
-12.031,9.492
9.3438,9.494
24,9.496
24.938,9.498
21.094,9.5
20.844,9.502
25.344,9.504
32.031,9.506
37.531,9.508
37.938,9.51
30.031,9.512
16.406,9.514
3.6875,9.516
-2.4375,9.518
-3.1875,9.52
-0.375,9.522
9.0312,9.524
23.375,9.526
32.375,9.528
27.656,9.53
10.906,9.532
-11.5,9.534
-34.5,9.536
-52.844,9.538
-56.688,9.54
-40.062,9.542
-12.406,9.544
11.938,9.546
27.062,9.548
35.688,9.55
44.094,9.552
53.125,9.554
54.562,9.556
46.344,9.558
40.406,9.56
37.719,9.562
25.594,9.564
0.3125,9.566
-25.906,9.568
-38.969,9.57
-36.188,9.572
-19.406,9.574
6.7188,9.576
33.5,9.578
48.531,9.58
45.719,9.582
33.031,9.584
18.5,9.586
8.8125,9.588
10.25,9.59
19.406,9.592
20.438,9.594
1.7188,9.596
-26.312,9.598
-44.719,9.6
-42.781,9.602
-22.125,9.604
4.6875,9.606
23.406,9.608
32.875,9.61
39.969,9.612
48.281,9.614
56.469,9.616
63.344,9.618
64.875,9.62
58.594,9.622
46.75,9.624
32.719,9.626
19.062,9.628
9.1562,9.63
4.0938,9.632
0.65625,9.634
-1.2188,9.636
1.4062,9.638
8.5,9.64
13.531,9.642
13.375,9.644
8.9375,9.646
-0.15625,9.648
-15.406,9.65
-33.469,9.652
-37.75,9.654
-24.188,9.656
-6.1562,9.658
1.7812,9.66
-1.9688,9.662
-7,9.664
-3.1875,9.666
9.75,9.668
25.312,9.67
37.656,9.672
42.844,9.674
37.969,9.676
26.188,9.678
13.781,9.68
4.9688,9.682
0.4375,9.684
-2.4062,9.686
-6.0312,9.688
-8.0312,9.69
-3.1875,9.692
6.0938,9.694
12.969,9.696
15.875,9.698
18.969,9.7
23.969,9.702
30.594,9.704
37.031,9.706
38.25,9.708
32.094,9.71
24.125,9.712
17.219,9.714
11.188,9.716
7.5312,9.718
5.5312,9.72
3.9375,9.722
4.5312,9.724
8.1875,9.726
12.75,9.728
17.062,9.73
20.406,9.732
20.75,9.734
16.469,9.736
6.75,9.738
-7.125,9.74
-15.312,9.742
-10.594,9.744
-0.21875,9.746
3.0625,9.748
-5.9688,9.75
-14.125,9.752
-7.2188,9.754
9.75,9.756
20.875,9.758
14.062,9.76
-6.6875,9.762
-22.812,9.764
-19.469,9.766
-0.09375,9.768
21.188,9.77
33.281,9.772
34.281,9.774
30.938,9.776
32.562,9.778
40.156,9.78
47.594,9.782
49.594,9.784
43.875,9.786
33,9.788
21.375,9.79
12.75,9.792
8.4688,9.794
7.5938,9.796
8.4375,9.798
9.3438,9.8
9.2812,9.802
9.1562,9.804
9.6875,9.806
9,9.808
4.125,9.81
-3.125,9.812
-9.5938,9.814
-13.781,9.816
-14.906,9.818
-15.344,9.82
-16.625,9.822
-20.781,9.824
-25.188,9.826
-21.938,9.828
-7.3438,9.83
11.188,9.832
23.188,9.834
27.844,9.836
28.156,9.838
26.5,9.84
24.156,9.842
24.188,9.844
24.406,9.846
19.312,9.848
7.7812,9.85
-5.2812,9.852
-15.375,9.854
-21.844,9.856
-22.938,9.858
-16.875,9.86
-6.1562,9.862
2.5625,9.864
5.5625,9.866
