"s","time"
48.781,16.584
54.469,16.586
59.469,16.588
56.625,16.59
48.844,16.592
43.719,16.594
43.906,16.596
45,16.598
45.312,16.6
46.281,16.602
45.344,16.604
40.031,16.606
33.938,16.608
32.812,16.61
35.906,16.612
38.062,16.614
36.5,16.616
33.969,16.618
33.469,16.62
34.812,16.622
38.031,16.624
41.344,16.626
43.719,16.628
44.781,16.63
43.906,16.632
39.812,16.634
33.625,16.636
28.031,16.638
24.062,16.64
21.938,16.642
19.281,16.644
14.281,16.646
9.7812,16.648
10.406,16.65
16.875,16.652
24.094,16.654
29.656,16.656
32.875,16.658
36.031,16.66
40.688,16.662
45.094,16.664
46.062,16.666
41.5,16.668
33.562,16.67
28,16.672
28.938,16.674
33.875,16.676
38.094,16.678
39.875,16.68
37.156,16.682
30.812,16.684
25.125,16.686
24.344,16.688
27.531,16.69
30.531,16.692
30.125,16.694
26.281,16.696
22.375,16.698
19.812,16.7
17.812,16.702
18.844,16.704
23.188,16.706
27.844,16.708
29.312,16.71
28,16.712
25.219,16.714
23.156,16.716
21.656,16.718
20.906,16.72
20.375,16.722
17,16.724
10.969,16.726
7.4688,16.728
10.219,16.73
15.531,16.732
17.469,16.734
15.281,16.736
12.312,16.738
10.156,16.74
8.5938,16.742
8.6562,16.744
10.5,16.746
11.844,16.748
10.906,16.75
10.062,16.752
11.531,16.754
15.812,16.756
19.75,16.758
20.156,16.76
16.688,16.762
11.594,16.764
7.9062,16.766
6,16.768
5.25,16.77
0.875,16.772
-7.5938,16.774
-16.125,16.776
-21,16.778
-21.875,16.78
-19.406,16.782
-14.156,16.784
-8.125,16.786
-3.0312,16.788
0.53125,16.79
3.1562,16.792
5.3125,16.794
7.8438,16.796
8.7188,16.798
8,16.8
7,16.802
5.7188,16.804
6.9375,16.806
9.7188,16.808
8.9688,16.81
5.625,16.812
5,16.814
8.4062,16.816
13.75,16.818
16.531,16.82
11.75,16.822
0.84375,16.824
-9.4688,16.826
-16.062,16.828
-19,16.83
-19.688,16.832
-19.844,16.834
-19.031,16.836
-14.062,16.838
-4.9688,16.84
2.6562,16.842
6.75,16.844
9.8125,16.846
14.219,16.848
18.531,16.85
20.062,16.852
17.031,16.854
10.812,16.856
3.4375,16.858
-2.8438,16.86
-6.2812,16.862
-4.9062,16.864
-0.1875,16.866
1.0312,16.868
-2.4062,16.87
-6.2188,16.872
-8.9062,16.874
-10.25,16.876
-9.4688,16.878
-7.4062,16.88
-7,16.882
-10.062,16.884
-14.562,16.886
-15.812,16.888
-11.781,16.89
-5.8438,16.892
-2.2188,16.894
1.0625,16.896
4.75,16.898
4.8125,16.9
1.9062,16.902
-0.625,16.904
-2.4375,16.906
-5.1562,16.908
-9.3125,16.91
-12.938,16.912
-14.406,16.914
-13.844,16.916
-13.625,16.918
-14.188,16.92
-13.75,16.922
-11.094,16.924
-5.9688,16.926
-0.5,16.928
4.4688,16.93
6.9688,16.932
3.4688,16.934
-3.2812,16.936
-9.6875,16.938
-13.656,16.94
-13.969,16.942
-12.469,16.944
-14.125,16.946
-21.094,16.948
-29.906,16.95
-35.125,16.952
-35.312,16.954
-31.719,16.956
-27.312,16.958
-24.875,16.96
-25.75,16.962
-27.438,16.964
-27.875,16.966
-25.75,16.968
-21,16.97
-16.906,16.972
-16.938,16.974
-18.656,16.976
-17.688,16.978
-13.875,16.98
-11.938,16.982
-13.938,16.984
-16.719,16.986
-18.562,16.988
-20.281,16.99
-23.781,16.992
-28.219,16.994
-31.375,16.996
-33.656,16.998
-35.844,17
-36.625,17.002
-35.156,17.004
-33.219,17.006
-32.469,17.008
-30.094,17.01
-24.75,17.012
-19.719,17.014
-16.812,17.016
-16,17.018
-16.344,17.02
-16.656,17.022
-14.906,17.024
-8.375,17.026
-2.75,17.028
-4.4062,17.03
-12.688,17.032
-22.375,17.034
-29,17.036
-31.875,17.038
-32.875,17.04
-34,17.042
-36.25,17.044
-38.906,17.046
-41.531,17.048
-42.375,17.05
-38.5,17.052
-33.125,17.054
-30.938,17.056
-30.875,17.058
-31.406,17.06
-33,17.062
-35.531,17.064
-36.375,17.066
-35.031,17.068
-32.906,17.07
-30.188,17.072
-25.688,17.074
-20.562,17.076
-17.438,17.078
-17.156,17.08
-18.719,17.082
-20.5,17.084
-23.25,17.086
-26.531,17.088
-28.375,17.09
-28.875,17.092
-31.875,17.094
-36.594,17.096
-40.094,17.098
-41.875,17.1
-42.281,17.102
-42.219,17.104
-41.781,17.106
-40.375,17.108
-38.281,17.11
-35.562,17.112
-32.812,17.114
-28.5,17.116
-23.406,17.118
-19.906,17.12
-15.188,17.122
-8.8125,17.124
-8.9375,17.126
-18.938,17.128
-31.844,17.13
-40.094,17.132
-42.75,17.134
-43.062,17.136
-43.156,17.138
-44.156,17.14
-49.781,17.142
-57.938,17.144
-60.062,17.146
-52.688,17.148
-43,17.15
-38.438,17.152
-40.688,17.154
-46.938,17.156
-53.281,17.158
-57.875,17.16
-58.969,17.162
-58.188,17.164
-57.719,17.166
-59.375,17.168
-62.5,17.17
-64.156,17.172
-63.469,17.174
-62.219,17.176
-59.219,17.178
-55.438,17.18
-55.531,17.182
-60.062,17.184
-64.656,17.186
-65,17.188
-60.906,17.19
-56.344,17.192
-53.25,17.194
-51.094,17.196
-50.5,17.198
-52.5,17.2
-54.438,17.202
-53.688,17.204
-51.656,17.206
-50.031,17.208
-49.281,17.21
-49.531,17.212
-51.469,17.214
-53.531,17.216
-52.688,17.218
-48.781,17.22
-45.344,17.222
-45.5,17.224
-46.781,17.226
-47.438,17.228
-48.688,17.23
-51,17.232
-53.094,17.234
-53.531,17.236
-54.875,17.238
-57.875,17.24
-58.188,17.242
-54.812,17.244
-52.938,17.246
-56.125,17.248
-60.75,17.25
-62.562,17.252
-61.219,17.254
-58.375,17.256
-55.312,17.258
-52.594,17.26
-51.094,17.262
-51.969,17.264
-53.938,17.266
-54.562,17.268
-52.812,17.27
-52.031,17.272
-54.125,17.274
-56.688,17.276
-57.562,17.278
-56.625,17.28
-53.312,17.282
-47.688,17.284
-42.688,17.286
-39.656,17.288
-37.25,17.29
-34.25,17.292
-33.062,17.294
-35.531,17.296
-39.156,17.298
-40.812,17.3
-39.906,17.302
-38.094,17.304
-38.344,17.306
-41.281,17.308
-45.594,17.31
-49.25,17.312
-49.75,17.314
-46.469,17.316
-45.844,17.318
-51.062,17.32
-56.906,17.322
-57.406,17.324
-53.281,17.326
-49.75,17.328
-50.031,17.33
-52.438,17.332
-53.125,17.334
-51.969,17.336
-50.656,17.338
-50.219,17.34
-52.031,17.342
-54.625,17.344
-54.906,17.346
-52.188,17.348
-50.281,17.35
-50.188,17.352
-49.906,17.354
-49.781,17.356
-49.188,17.358
-47.875,17.36
-46.344,17.362
-43,17.364
-40.656,17.366
-41.156,17.368
-43.594,17.37
-45.344,17.372
-46.875,17.374
-49.688,17.376
-54.375,17.378
-59.031,17.38
-62.344,17.382
-64.938,17.384
-65.688,17.386
-63.438,17.388
-59.938,17.39
-56.75,17.392
-54.125,17.394
-51,17.396
-48.344,17.398
-47.344,17.4
-46.75,17.402
-46.062,17.404
-46.25,17.406
-49.125,17.408
-54.438,17.41
-58.25,17.412
-57.5,17.414
-54.688,17.416
-52.812,17.418
-53.156,17.42
-55.375,17.422
-58.281,17.424
-60.438,17.426
-61.156,17.428
-59.344,17.43
-55.094,17.432
-51.5,17.434
-51,17.436
-53.406,17.438
-54.938,17.44
-53.406,17.442
-49.188,17.444
-45.75,17.446
-45.906,17.448
-49.594,17.45
-52.688,17.452
-52.625,17.454
-51.281,17.456
-51.031,17.458
-50.594,17.46
-49.156,17.462
-47.875,17.464
-46.781,17.466
-44.031,17.468
-40.219,17.47
-37.562,17.472
-37.094,17.474
-38.906,17.476
-44.094,17.478
-49.969,17.48
-52.719,17.482
-50.75,17.484
-45.406,17.486
-42.812,17.488
-46.062,17.49
-49.656,17.492
-48.469,17.494
-43.781,17.496
-38.5,17.498
-34.219,17.5
-32.281,17.502
-33.75,17.504
-38.812,17.506
-44.719,17.508
-49.438,17.51
-52.031,17.512
-53.125,17.514
-54.156,17.516
-53.812,17.518
-51.781,17.52
-48.531,17.522
-45.281,17.524
-42.375,17.526
-38.938,17.528
-34.969,17.53
-30.969,17.532
-27.719,17.534
-27.344,17.536
-31.781,17.538
-37.438,17.54
-40.938,17.542
-43.812,17.544
-49.156,17.546
-54.969,17.548
-58.281,17.55
-59.156,17.552
-57.875,17.554
-52.438,17.556
-44.125,17.558
-36,17.56
-30.406,17.562
-27.188,17.564
-25.656,17.566
-25.531,17.568
-27.062,17.57
-29.594,17.572
-34.125,17.574
-41.031,17.576
-48.781,17.578
-54.75,17.58
-57.156,17.582
-56.438,17.584
-52.625,17.586
-45.875,17.588
-38.781,17.59
-34.625,17.592
-33.094,17.594
-32.781,17.596
-34.031,17.598
-36.719,17.6
-41.562,17.602
-46.906,17.604
-50.562,17.606
-54.656,17.608
-60.938,17.61
-67.875,17.612
-73.094,17.614
-75.188,17.616
-75.188,17.618
-74.281,17.62
-72.281,17.622
-72.094,17.624
-72.219,17.626
-67.75,17.628
-56.938,17.63
-43.75,17.632
-34.062,17.634
-27.188,17.636
-19.281,17.638
-11.656,17.64
-8.4688,17.642
-10.531,17.644
-16.594,17.646
-24.562,17.648
-32.938,17.65
-39.219,17.652
-43.656,17.654
-48.312,17.656
-52.312,17.658
-52.781,17.66
-51.281,17.662
-49.469,17.664
-47.938,17.666
-45.406,17.668
-40.406,17.67
-34.781,17.672
-30.531,17.674
-27.156,17.676
-24.281,17.678
-23.781,17.68
-25.5,17.682
-27.531,17.684
-29.406,17.686
-32.25,17.688
-38.344,17.69
-48.562,17.692
-57.969,17.694
-62.25,17.696
-61.812,17.698
-57.812,17.7
-51.188,17.702
-44.031,17.704
-36.75,17.706
-30.406,17.708
-25.062,17.71
-20.25,17.712
-18.219,17.714
-23.719,17.716
-36.469,17.718
-49.094,17.72
-54.656,17.722
-52.125,17.724
-45.344,17.726
-40,17.728
-39.938,17.73
-41.75,17.732
-40.594,17.734
-38.094,17.736
-37.062,17.738
-39.625,17.74
-44.875,17.742
-50.969,17.744
-55.438,17.746
-55.125,17.748
-50.188,17.75
-43.625,17.752
-36.781,17.754
-28.406,17.756
-18.219,17.758
-11.031,17.76
-10.594,17.762
-16.938,17.764
-28.656,17.766
-43.219,17.768
-56.188,17.77
-64.812,17.772
-70.219,17.774
-75.031,17.776
-78.375,17.778
-77.156,17.78
-72.531,17.782
-68,17.784
-64.375,17.786
-60.312,17.788
-55.094,17.79
-51.281,17.792
-49.969,17.794
-50.188,17.796
-49.938,17.798
-49.5,17.8
-47.469,17.802
-44.312,17.804
-42.062,17.806
-41.094,17.808
-40.594,17.81
-38.438,17.812
-34.406,17.814
-33.375,17.816
-36.938,17.818
-42.312,17.82
-46.25,17.822
-49.531,17.824
-53.594,17.826
-60.5,17.828
-69.688,17.83
-79.438,17.832
-85.031,17.834
-82.562,17.836
-75.25,17.838
-66.031,17.84
-55.625,17.842
-45.281,17.844
-37.656,17.846
-33.125,17.848
-29.969,17.85
-29.062,17.852
-33.406,17.854
-45.156,17.856
-61.688,17.858
-79.5,17.86
-96.188,17.862
-106.59,17.864
-104.69,17.866
-96.906,17.868
-93.406,17.87
-92.656,17.872
-84.656,17.874
-66.531,17.876
-46.25,17.878
-32.469,17.88
-27.938,17.882
-29.375,17.884
-34.094,17.886
-44.906,17.888
-60.375,17.89
-75.969,17.892
-89.625,17.894
-98.562,17.896
-99.656,17.898
-94.938,17.9
-91.656,17.902
-92.312,17.904
-92.344,17.906
-88.938,17.908
-80.375,17.91
-64.562,17.912
-44.188,17.914
-28,17.916
-24.438,17.918
-30.281,17.92
-35.938,17.922
-37.719,17.924
-35.844,17.926
-31.875,17.928
-31.625,17.93
-41.969,17.932
-63.219,17.934
-86.594,17.936
-103.69,17.938
-110.53,17.94
-105.88,17.942
-90.594,17.944
-69.781,17.946
-54.281,17.948
-49.781,17.95
-54.188,17.952
-62,17.954
-65.281,17.956
-61.188,17.958
-54.812,17.96
-52.25,17.962
-56.406,17.964
-63.531,17.966
-69.438,17.968
-73.156,17.97
-74.625,17.972
-70.625,17.974
-60.031,17.976
-47.406,17.978
-40.531,17.98
-44.469,17.982
-58.688,17.984
-77.844,17.986
-92.844,17.988
-98.219,17.99
-97.406,17.992
-97.188,17.994
-98.938,17.996
-101.16,17.998
-104.19,18
-106.97,18.002
-104.03,18.004
-92.344,18.006
-75.906,18.008
-61.062,18.01
-51.219,18.012
-50.75,18.014
-60.469,18.016
-75.719,18.018
-88.844,18.02
-99.625,18.022
-113.16,18.024
-128.72,18.026
-142.88,18.028
-149.28,18.03
-140.41,18.032
-120.12,18.034
-104.19,18.036
-102.44,18.038
-108.97,18.04
-114.56,18.042
-117.69,18.044
-121.09,18.046
-123.03,18.048
-120,18.05
-112.09,18.052
-99.562,18.054
-85.188,18.056
-74.531,18.058
-69.406,18.06
-69.812,18.062
-77,18.064
-85.094,18.066
-85.062,18.068
-80.719,18.07
-82.906,18.072
-92.156,18.074
-98.719,18.076
-97.406,18.078
-91.969,18.08
-91.188,18.082
-101.12,18.084
-117.75,18.086
-122.62,18.088
-103.72,18.09
-75.156,18.092
-58.25,18.094
-59.312,18.096
-66.188,18.098
-61.594,18.1
-42.469,18.102
-18.938,18.104
-6.375,18.106
-13.312,18.108
-37.25,18.11
-69.844,18.112
-99.438,18.114
-121.31,18.116
-136.72,18.118
-145.38,18.12
-148.66,18.122
-147.91,18.124
-136.88,18.126
-112,18.128
-82,18.13
-58,18.132
-45.219,18.134
-39.406,18.136
-35.312,18.138
-33.25,18.14
-38.531,18.142
-53.812,18.144
-76.219,18.146
-97.562,18.148
-104.09,18.15
-89.969,18.152
-64.188,18.154
-43.469,18.156
-40.438,18.158
-52.312,18.16
-70.812,18.162
-91.625,18.164
-112.38,18.166
-129.31,18.168
-135.62,18.17
-130.59,18.172
-123.09,18.174
-125.28,18.176
-139.53,18.178
-156.72,18.18
-158.31,18.182
-128.28,18.184
-72.469,18.186
-19.375,18.188
3.5312,18.19
-10.938,18.192
-49.406,18.194
-91.094,18.196
-121.69,18.198
-136.12,18.2
-133.94,18.202
-118.94,18.204
-109.53,18.206
-123.22,18.208
-158.66,18.21
-190.31,18.212
-190.34,18.214
-153.75,18.216
-100.22,18.218
-61.281,18.22
-57.594,18.222
-84.375,18.224
-117.06,18.226
-133.28,18.228
-130.62,18.23
-122.47,18.232
-118.47,18.234
-114.72,18.236
-108.03,18.238
-98.75,18.24
-87.812,18.242
-76.281,18.244
-63.312,18.246
-53.25,18.248
-61.188,18.25
-94.156,18.252
-145.69,18.254
-201.06,18.256
-231.66,18.258
-216.47,18.26
-168.84,18.262
-123,18.264
-100,18.266
-93.906,18.268
-84.031,18.27
-61.312,18.272
-33.031,18.274
-15.656,18.276
-19.188,18.278
-45.188,18.28
-89.531,18.282
-140.19,18.284
-180.38,18.286
-196.22,18.288
-188.22,18.29
-180.03,18.292
-189.91,18.294
-208.16,18.296
-207.41,18.298
-169.16,18.3
-107.16,18.302
-56.031,18.304
-38.344,18.306
-46.375,18.308
-62.156,18.31
-74.844,18.312
-80.812,18.314
-84.406,18.316
-97.812,18.318
-134.84,18.32
-189.88,18.322
-234.69,18.324
-246.06,18.326
-222.44,18.328
-182.34,18.33
-149.47,18.332
-134.09,18.334
-122.28,18.336
-96.562,18.338
-60.188,18.34
-28.781,18.342
-19.875,18.344
-40.781,18.346
-82.875,18.348
-131.97,18.35
-165.22,18.352
-167.22,18.354
-152.41,18.356
-148.66,18.358
-163.66,18.36
-184.38,18.362
-188.75,18.364
-161.19,18.366
-114.75,18.368
-83.625,18.37
-83.219,18.372
-98.5,18.374
-106.03,18.376
-97.344,18.378
-91.469,18.38
-105.81,18.382
-132.69,18.384
-157.44,18.386
-168.12,18.388
-162.69,18.39
-153.03,18.392
-151.75,18.394
-163.69,18.396
-184.84,18.398
-201.78,18.4
-194.84,18.402
-167.88,18.404
-142.72,18.406
-129.03,18.408
-122.5,18.41
-111.5,18.412
-99.5,18.414
-101.44,18.416
-120.09,18.418
-147.56,18.42
-171.47,18.422
-182.28,18.424
-174.38,18.426
-154.16,18.428
-137.41,18.43
-135.59,18.432
-148.06,18.434
-162.69,18.436
-157.62,18.438
-126.81,18.44
-95.656,18.442
-94.188,18.444
-124.84,18.446
-166,18.448
-195.38,18.45
-204.84,18.452
-200.75,18.454
-191.69,18.456
-174.53,18.458
-155.38,18.46
-149.53,18.462
-163.34,18.464
-183.28,18.466
-185.22,18.468
-162.09,18.47
-127.56,18.472
-101.84,18.474
-96.719,18.476
-109.16,18.478
-126.28,18.48
-140.25,18.482
-151.75,18.484
-168.78,18.486
-203.56,18.488
-249.53,18.49
-279.84,18.492
-274.09,18.494
-237.41,18.496
-195.19,18.498
-161.09,18.5
-136.56,18.502
-116.16,18.504
-96.656,18.506
-81.781,18.508
-87.844,18.51
-130.66,18.512
-206,18.514
-274.16,18.516
-290.38,18.518
-246.19,18.52
-182.12,18.522
-150.75,18.524
-167.34,18.526
-200.16,18.528
-203.81,18.53
-168.5,18.532
-119.16,18.534
-91,18.536
-105.16,18.538
-153.75,18.54
-209.5,18.542
-237.16,18.544
-223.84,18.546
-193.88,18.548
-174.5,18.55
-167.09,18.552
-166.44,18.554
-176.84,18.556
-196.31,18.558
-202.59,18.56
-182.25,18.562
-146.47,18.564
-115.53,18.566
-106.81,18.568
-123.94,18.57
-152.06,18.572
-166.25,18.574
-157.56,18.576
-140.44,18.578
-140.62,18.58
-163.69,18.582
-192.41,18.584
-217.31,18.586
-228.44,18.588
-217.16,18.59
-187.44,18.592
-155.97,18.594
-137,18.596
-131.25,18.598
-126.38,18.6
-114.53,18.602
-107.31,18.604
-119.06,18.606
-144.91,18.608
-162.03,18.61
-161.72,18.612
-169.75,18.614
-199.03,18.616
-220.72,18.618
-210.66,18.62
-182.44,18.622
-161.38,18.624
-152.81,18.626
-150.31,18.628
-157.41,18.63
-173.41,18.632
-177.03,18.634
-153.53,18.636
-117.25,18.638
-100.06,18.64
-122.69,18.642
-176.09,18.644
-225.84,18.646
-225.5,18.648
-162.59,18.65
-83.469,18.652
-40.688,18.654
-53.188,18.656
-101.19,18.658
-142.12,18.66
-153.59,18.662
-143.22,18.664
-132.28,18.666
-133.81,18.668
-149,18.67
-173.53,18.672
-204.03,18.674
-241.94,18.676
-281.72,18.678
-292.5,18.68
-243.06,18.682
-151.47,18.684
-72.219,18.686
-47.375,18.688
-76.812,18.69
-130.47,18.692
-175.38,18.694
-184.53,18.696
-162.69,18.698
-147.47,18.7
-160.94,18.702
-189.88,18.704
-208.41,18.706
-206.62,18.708
-189.12,18.71
-153.47,18.712
-97.5,18.714
-46.531,18.716
-38.781,18.718
-86.219,18.72
-165.75,18.722
-228.56,18.724
-241.56,18.726
-222.03,18.728
-202.91,18.73
-190.66,18.732
-175.22,18.734
-153.09,18.736
-126.47,18.738
-96.469,18.74
-70.25,18.742
-63.75,18.744
-90.062,18.746
-141.12,18.748
-187.41,18.75
-206.59,18.752
-211.75,18.754
-217.19,18.756
-214.16,18.758
-193.31,18.76
-163,18.762
-142.72,18.764
-150.25,18.766
-166.06,18.768
-153.31,18.77
-112.81,18.772
-75.312,18.774
-72.469,18.776
-109,18.778
-152.72,18.78
-165.19,18.782
-142.25,18.784
-106.62,18.786
-81.062,18.788
-79.219,18.79
-102.75,18.792
-144.78,18.794
-194.22,18.796
-239.78,18.798
-251.5,18.8
-206.97,18.802
-133.53,18.804
-88.688,18.806
-101.25,18.808
-143.25,18.81
-162.88,18.812
-139.19,18.814
-93.344,18.816
-60.344,18.818
-58,18.82
-90.719,18.822
-148.09,18.824
-189.31,18.826
-188.88,18.828
-165.44,18.83
-143.69,18.832
-130.47,18.834
-128.59,18.836
-141.44,18.838
-157.22,18.84
-164.09,18.842
-167.03,18.844
-179.38,18.846
-195.66,18.848
-195.44,18.85
-164.72,18.852
-112.97,18.854
-75.031,18.856
-78.969,18.858
-107.31,18.86
-115.41,18.862
-86.25,18.864
-49.562,18.866
-43.281,18.868
-80.156,18.87
-140.81,18.872
-190.41,18.874
-199.44,18.876
-182.94,18.878
-188.66,18.88
-231.53,18.882
-264.28,18.884
-237.88,18.886
-163.47,18.888
-92.406,18.89
-60.312,18.892
-61.188,18.894
-68.375,18.896
-68.312,18.898
-63.875,18.9
-62.438,18.902
-76.625,18.904
-117.41,18.906
-172.56,18.908
-210.78,18.91
-204.12,18.912
-161.47,18.914
-121.72,18.916
-111.53,18.918
-116.25,18.92
-110.78,18.922
-95.875,18.924
-93.812,18.926
-118.75,18.928
-154.16,18.93
-166.78,18.932
-154.59,18.934
-147.09,18.936
-152.75,18.938
-148.5,18.94
-111.72,18.942
-55.75,18.944
-18.938,18.946
-29.031,18.948
-78.469,18.95
-138.38,18.952
-185.91,18.954
-201.69,18.956
-178.59,18.958
-130.69,18.96
-85.625,18.962
-67.594,18.964
-78.438,18.966
-99.25,18.968
-113.16,18.97
-114.25,18.972
-96.969,18.974
-68.188,18.976
-59.188,18.978
-99.719,18.98
-183.75,18.982
-259.12,18.984
-263.59,18.986
-185.97,18.988
-80.719,18.99
-17.219,18.992
-21.312,18.994
-71.469,18.996
-135.75,18.998
-190.34,19
-215.94,19.002
-196.5,19.004
-141.59,19.006
-90.844,19.008
-71.219,19.01
-77.438,19.012
-89.625,19.014
-93.406,19.016
-89.906,19.018
-94.688,19.02
-104.91,19.022
-111.91,19.024
-129.56,19.026
-163.84,19.028
-188.25,19.03
-176.19,19.032
-131.81,19.034
-78.406,19.036
-39.344,19.038
-16.594,19.04
-5.5625,19.042
-6.2188,19.044
-25.719,19.046
-77.531,19.048
-146.44,19.05
-198.34,19.052
-219.34,19.054
-202.03,19.056
-148.53,19.058
-82.781,19.06
-34.062,19.062
-8.5938,19.064
3.4062,19.066
3.1562,19.068
-15.281,19.07
-49.344,19.072
-95.312,19.074
-150.47,19.076
-200.06,19.078
-228.53,19.08
-231.84,19.082
-210.84,19.084
-170.88,19.086
-128.97,19.088
-99.656,19.09
-77.219,19.092
-51.75,19.094
-36.812,19.096
-46.031,19.098
-68.688,19.1
-89.875,19.102
-113.28,19.104
-154.78,19.106
-211.16,19.108
-234.62,19.11
-198.81,19.112
-140.25,19.114
-105.12,19.116
-96.781,19.118
-90.219,19.12
-71.906,19.122
-53.219,19.124
-42.5,19.126
-36.375,19.128
-32.438,19.13
-43.156,19.132
-78.188,19.134
-133.81,19.136
-184.59,19.138
-189.5,19.14
-136.53,19.142
-66.562,19.144
-29.094,19.146
-35.969,19.148
-64.344,19.15
-91.312,19.152
-108.84,19.154
-112.41,19.156
-110.66,19.158
-117.16,19.16
-131.06,19.162
-141.09,19.164
-139.69,19.166
-131.66,19.168
-118.25,19.17
-90.656,19.172
-59.312,19.174
-48.219,19.176
-65.062,19.178
-100.81,19.18
-141.53,19.182
-154.81,19.184
-124.53,19.186
-82.969,19.188
-64.938,19.19
-68.531,19.192
-76,19.194
-75.25,19.196
-62.812,19.198
-41.906,19.2
-29.812,19.202
-50.031,19.204
-114.19,19.206
-195.47,19.208
-247.94,19.21
-245.66,19.212
-197.12,19.214
-124.75,19.216
-56.531,19.218
-20.719,19.22
-28.781,19.222
-59.812,19.224
-73.312,19.226
-50.594,19.228
-16.719,19.23
-11.875,19.232
-49.312,19.234
-118.94,19.236
-185.62,19.238
-216.59,19.24
-206.34,19.242
-158.91,19.244
-88.062,19.246
-26.938,19.248
-3.0312,19.25
-13.281,19.252
-32.031,19.254
-37.562,19.256
-38.125,19.258
-53.062,19.26
-94.094,19.262
-155.53,19.264
-204.81,19.266
-208.34,19.268
-188.28,19.27
-170.66,19.272
-135.66,19.274
-71.75,19.276
-12.188,19.278
4.8125,19.28
-19.906,19.282
-48.469,19.284
-48.25,19.286
-23.375,19.288
-10.938,19.29
-42.781,19.292
-111.28,19.294
-172.25,19.296
-192.88,19.298
-167.75,19.3
-108.31,19.302
-47.594,19.304
-18.844,19.306
-33.344,19.308
-74.812,19.31
-109.72,19.312
-110.75,19.314
-83.781,19.316
-67.062,19.318
-85.688,19.32
-133.31,19.322
-180.44,19.324
-198.66,19.326
-184.5,19.328
-153.25,19.33
-124.84,19.332
-118.22,19.334
-119.19,19.336
-91.531,19.338
-39.156,19.34
-11.25,19.342
-32.344,19.344
-72.844,19.346
-88.531,19.348
-76.281,19.35
-67.312,19.352
-75.562,19.354
-87.344,19.356
-94.625,19.358
-93.031,19.36
-78.125,19.362
-57.094,19.364
-43.625,19.366
-42.719,19.368
-47.344,19.37
-48.75,19.372
-58.031,19.374
-82.062,19.376
-106.81,19.378
-127.28,19.38
-143.94,19.382
-151.97,19.384
-143.47,19.386
-110.69,19.388
-66.938,19.39
-41.562,19.392
-44.5,19.394
-49.062,19.396
-33.344,19.398
-17.781,19.4
-39.312,19.402
-92.406,19.404
-130.84,19.406
-132.62,19.408
-114.22,19.41
-103.31,19.412
-120.69,19.414
-150.88,19.416
-148.28,19.418
-98.188,19.42
-36.875,19.422
-3.5312,19.424
-5.875,19.426
-38.75,19.428
-90.406,19.43
-133.34,19.432
-133.28,19.434
-91.969,19.436
-57.219,19.438
-66.688,19.44
-115.53,19.442
-167.84,19.444
-190.84,19.446
-168.69,19.448
-109.62,19.45
-49.656,19.452
-29.25,19.454
-47.344,19.456
-77.062,19.458
-89.844,19.46
-68.969,19.462
-33.688,19.464
-21.094,19.466
-48.938,19.468
-117.69,19.47
-198.31,19.472
-224.78,19.474
-162.12,19.476
-61.438,19.478
1.8438,19.48
1.3125,19.482
-35.281,19.484
-66.625,19.486
-72.875,19.488
-54.656,19.49
-26.125,19.492
-16.562,19.494
-59.375,19.496
-149.09,19.498
-229.41,19.5
-233.59,19.502
-156.78,19.504
-57.281,19.506
-2.1875,19.508
-9.625,19.51
-40.469,19.512
-59.562,19.514
-65.438,19.516
-61.844,19.518
-58.844,19.52
-66.344,19.522
-85.531,19.524
-109.62,19.526
-128.66,19.528
-129.38,19.53
-105.12,19.532
-67,19.534
-36.406,19.536
-19.312,19.538
-6.7812,19.54
6.1562,19.542
10.312,19.544
-10.969,19.546
-56.781,19.548
-94.719,19.55
-100.16,19.552
-88.719,19.554
-88.219,19.556
-103.91,19.558
-127.19,19.56
-137.62,19.562
-120.47,19.564
-90.844,19.566
-77.344,19.568
-83.094,19.57
-84.25,19.572
-61.688,19.574
-24.75,19.576
-0.875,19.578
-6.8125,19.58
-41.25,19.582
-83.781,19.584
-106.34,19.586
-98.969,19.588
-79.438,19.59
-68.812,19.592
-74.406,19.594
-99.75,19.596
-132.59,19.598
-144.56,19.6
-122.56,19.602
-87.25,19.604
-68.438,19.606
-67.938,19.608
-77.281,19.61
-93.25,19.612
-94.812,19.614
-66.938,19.616
-31.938,19.618
-24.25,19.62
-58.188,19.622
-111.91,19.624
-139.78,19.626
-116.03,19.628
-69.438,19.63
-35.031,19.632
-25.125,19.634
-41.25,19.636
-66.156,19.638
-80,19.64
-82.281,19.642
-77.031,19.644
-62.562,19.646
-48.062,19.648
-55.125,19.65
-95.312,19.652
-139.22,19.654
-149.84,19.656
-126.72,19.658
-97.719,19.66
-73.656,19.662
-45.375,19.664
-13.906,19.666
4.5312,19.668
-2,19.67
-29.469,19.672
-57.812,19.674
-73.844,19.676
-86.594,19.678
-107.62,19.68
-132.62,19.682
-158.41,19.684
-180.75,19.686
-182.19,19.688
-146.5,19.69
-91.469,19.692
-44.594,19.694
-19.469,19.696
-17.25,19.698
-26.062,19.7
-28.969,19.702
-24.062,19.704
-21.469,19.706
-27.344,19.708
-45.688,19.71
-70.031,19.712
-91.875,19.714
-112.84,19.716
-133.62,19.718
-145.03,19.72
-145.56,19.722
-147.81,19.724
-141.84,19.726
-107.84,19.728
